,associated,name,code,level,desc,imgs,page,includes,img_1,img_2
76,Associated Masterformat Sections: 05 10 00 ,"Floor Structural Frame, Steel Framing Bracing",B1010.10.50 / 21-02 10 10 10 50 / Pr 20 85 84 88,100,See B10,,36,,,
77,Associated Masterformat Sections: 05 10 00 ,"Floor Structural Frame, Steel Framing Bracing",B1010.10.50 / 21-02 10 10 10 50 / Pr 20 85 84 88,200,See B1010,,36,,,
78,Associated Masterformat Sections: 05 10 00 ,"Floor Structural Frame, Steel Framing Bracing",B1010.10.50 / 21-02 10 10 10 50 / Pr 20 85 84 88,300,"Inclusions
• Type of brace (e.g., cable, rod, section, etc.)",656,36,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/656.png,
79,Associated Masterformat Sections: 05 10 00 ,"Floor Structural Frame, Steel Framing Bracing",B1010.10.50 / 21-02 10 10 10 50 / Pr 20 85 84 88,350,"Inclusions
• Connection details
• Actual elevations and location of member connections
• Main elements of typical connections applied to all
structural steel connections such as base plates, gusset
plates, anchor rods, etc.
• Any miscellaneous steel members with correct size,
shape, orientation and material",661,37,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/661.png,
80,Associated Masterformat Sections: 05 10 00 ,"Floor Structural Frame, Steel Framing Bracing",B1010.10.50 / 21-02 10 10 10 50 / Pr 20 85 84 88,400,"Inclusions
• Welds
• Clevis
• Bolts, washers, nuts, etc.
• All assembly elements",662,37,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/662.png,
81,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,"Floor Structural Frame, Steel Joists",B1010.10.60 / 21-02 10 10 10 60 / Pr 20 85 90 11,100,See B10,,37,,,
82,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,"Floor Structural Frame, Steel Joists",B1010.10.60 / 21-02 10 10 10 60 / Pr 20 85 90 11,200,"Inclusions:
• Element envelope",663,37,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/663.png,
83,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,"Floor Structural Frame, Steel Joists",B1010.10.60 / 21-02 10 10 10 60 / Pr 20 85 90 11,300,"Inclusions
• Joist size, depth, slope, and material
• Spacing and end elevations
• Joist seat depth",664,37,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/664.png,
84,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,"Floor Structural Frame, Steel Joists",B1010.10.60 / 21-02 10 10 10 60 / Pr 20 85 90 11,350,"Inclusions
• Actual final joist profile locations with accurate panel
points
• Joist bridging and lateral braces.
• Any miscellaneous steel pertaining to the joist
• Joist seat width
• Erection details for installation
• Chord and web member section profiles
• Joist layout in coordination with metal deck fasteners
• Non-standard joist seat depths and\or sloping joist
seat",669,38,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/669.png,
85,Associated Masterformat Sections: 05 10 00 / 05 20 00 / 05 21 23 ,"Floor Structural Frame, Steel Joists",B1010.10.60 / 21-02 10 10 10 60 / Pr 20 85 90 11,400,"Inclusions
• Welds
• Connection plates
• Anchorage
• Material required for proper installation
• Mark identification that correlates with bill of material","670, 671",38,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/670.png,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/671.png
86,Associated Masterformat Sections: 05 10 00 / 05 42 00 / 05 44 00 ,Floor Structural Framing (Cold Formed Metal Framing),B1010.10.70 / 21-02 10 10 10 70 / Ss 20 10 75 45,100,"Inclusions:
• Abstraction of beam as box",,38,,,
87,Associated Masterformat Sections: 05 10 00 / 05 42 00 / 05 44 00 ,Floor Structural Framing (Cold Formed Metal Framing),B1010.10.70 / 21-02 10 10 10 70 / Ss 20 10 75 45,200,"Inclusions:
• General shape",,38,,,
88,Associated Masterformat Sections: 05 10 00 / 05 42 00 / 05 44 00 ,Floor Structural Framing (Cold Formed Metal Framing),B1010.10.70 / 21-02 10 10 10 70 / Ss 20 10 75 45,300,"Inclusions:
• Specific section type and size
• Nominal size and shape of penetrations of any size",,38,,,
89,Associated Masterformat Sections: 05 10 00 / 05 42 00 / 05 44 00 ,Floor Structural Framing (Cold Formed Metal Framing),B1010.10.70 / 21-02 10 10 10 70 / Ss 20 10 75 45,350,"Inclusions
• Members at any interface with wall edges (top, bottom,
sides) or opening through wall
• Bridging or straps",,39,,,
90,Associated Masterformat Sections: 05 10 00 / 05 42 00 / 05 44 00 ,Floor Structural Framing (Cold Formed Metal Framing),B1010.10.70 / 21-02 10 10 10 70 / Ss 20 10 75 45,400,"Inclusions
• Welds
• Connections
• Any part required for complete installation",,39,,,
91,Associated Masterformat Sections: 06 11 00 / 06 13 26 / 06 17 53 ,Floor Structural Frame (Wood Floor Trusses),B1010.10.80 / 21-02 10 10 10 80 / Pr 20 85 90 81,100,See B10,,39,,,
92,Associated Masterformat Sections: 06 11 00 / 06 13 26 / 06 17 53 ,Floor Structural Frame (Wood Floor Trusses),B1010.10.80 / 21-02 10 10 10 80 / Pr 20 85 90 81,200,"Inclusions:
• Element envelope",676,39,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/676.png,
93,Associated Masterformat Sections: 06 11 00 / 06 13 26 / 06 17 53 ,Floor Structural Frame (Wood Floor Trusses),B1010.10.80 / 21-02 10 10 10 80 / Pr 20 85 90 81,300,"Inclusions
• Joist size, depth, slope
• Spacing and end elevations
• Joist seat depth",677,39,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/677.png,
94,Associated Masterformat Sections: 06 11 00 / 06 13 26 / 06 17 53 ,Floor Structural Frame (Wood Floor Trusses),B1010.10.80 / 21-02 10 10 10 80 / Pr 20 85 90 81,350,"Inclusions
• Actual final joist profile locations with accurate panel
points
• Joist bridging and lateral braces.
• Joist seat width
• Erection details for installation
• Chord and web member section profiles
• Non-standard joist seat depths and\or sloping joist
seat",678,39,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/678.png,
95,Associated Masterformat Sections: 06 11 00 / 06 13 26 / 06 17 53 ,Floor Structural Frame (Wood Floor Trusses),B1010.10.80 / 21-02 10 10 10 80 / Pr 20 85 90 81,400,"Inclusions
• Connection plates
• Anchorage
• Elements required for proper installation",683,40,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/683.png,
96,Associated Masterformat Sections: 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 ,"Floor Decks, Slabs, and Toppings (Wood Floor Deck)",B1010.20.10 / 21-02 10 10 20 10 / Ss 30 12 85 90,100,See B1010,,40,,,
97,Associated Masterformat Sections: 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 ,"Floor Decks, Slabs, and Toppings (Wood Floor Deck)",B1010.20.10 / 21-02 10 10 20 10 / Ss 30 12 85 90,200,See B1010,,40,,,
98,Associated Masterformat Sections: 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 ,"Floor Decks, Slabs, and Toppings (Wood Floor Deck)",B1010.20.10 / 21-02 10 10 20 10 / Ss 30 12 85 90,300,"Inclusions:
• Slopes and elevation changes (e.g., depressions)
• Openings with any dimension greater than 6” (15 cm) or
as noted
• changes of material
• Edge location defined
• Framing members",,40,,,
99,Associated Masterformat Sections: 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 ,"Floor Decks, Slabs, and Toppings (Wood Floor Deck)",B1010.20.10 / 21-02 10 10 20 10 / Ss 30 12 85 90,350,"Inclusions:
• All framing members including braces, kickers, etc.
• Openings at rough opening dimensions",,40,,,
100,Associated Masterformat Sections: 06 12 00 / 06 15 00 / 06 16 00 / 06 18 00 ,"Floor Decks, Slabs, and Toppings (Wood Floor Deck)",B1010.20.10 / 21-02 10 10 20 10 / Ss 30 12 85 90,400,"Inclusions:
• Fasteners",,40,,,
101,Associated Masterformat Sections: 05 30 00 / 05 34 00 / 05 35 00 ,"Floor Decks, Slabs, and Toppings (Metal Floor Deck)",B1010.20.20 / 21-02 10 10 20 20 / Ss 30 12 85 40,100,See B1010,,41,,,
102,Associated Masterformat Sections: 05 30 00 / 05 34 00 / 05 35 00 ,"Floor Decks, Slabs, and Toppings (Metal Floor Deck)",B1010.20.20 / 21-02 10 10 20 20 / Ss 30 12 85 40,200,See B1010,,41,,,
103,Associated Masterformat Sections: 05 30 00 / 05 34 00 / 05 35 00 ,"Floor Decks, Slabs, and Toppings (Metal Floor Deck)",B1010.20.20 / 21-02 10 10 20 20 / Ss 30 12 85 40,300,"Inclusions:
• Slopes and elevation changes (e.g., depressions)
• Drainage low points
• Openings with any dimension greater than 6” (15 cm) or
as noted
• changes of material
• Edge location defined
• Framing members",,41,,,
104,Associated Masterformat Sections: 05 30 00 / 05 34 00 / 05 35 00 ,"Floor Decks, Slabs, and Toppings (Metal Floor Deck)",B1010.20.20 / 21-02 10 10 20 20 / Ss 30 12 85 40,350,"Inclusions:
• Splices and end laps
• Embeds and structural connection points
• Actual deck profile and flute locations per manufacturer
• All miscellaneous framing including braces, kickers, etc.
• Openings at rough opening dimensions",,41,,,
105,Associated Masterformat Sections: 05 30 00 / 05 34 00 / 05 35 00 ,"Floor Decks, Slabs, and Toppings (Metal Floor Deck)",B1010.20.20 / 21-02 10 10 20 20 / Ss 30 12 85 40,400,"Element modeling to include:
• Framing accessories and fasteners
• Welds",,41,,,
106,Associated Masterformat Sections: 06 73 00 ,"Floor Decks, Slabs, and Toppings (Composite Floor Deck)",B1010.20.30 / 21-02 10 10 20 30 / Ss 30 12 85 16,100,See B1010,,41,,,
107,Associated Masterformat Sections: 06 73 00 ,"Floor Decks, Slabs, and Toppings (Composite Floor Deck)",B1010.20.30 / 21-02 10 10 20 30 / Ss 30 12 85 16,200,See B1010,,41,,,
108,Associated Masterformat Sections: 06 73 00 ,"Floor Decks, Slabs, and Toppings (Composite Floor Deck)",B1010.20.30 / 21-02 10 10 20 30 / Ss 30 12 85 16,300,"Inclusions:
• Slopes and elevation changes (e.g., depressions)
• Drainage low points
• Openings with any dimension greater than 6” (15 cm) or
as noted
• changes of material
• Edge location defined
• Framing members",,41,,,
109,Associated Masterformat Sections: 06 73 00 ,"Floor Decks, Slabs, and Toppings (Composite Floor Deck)",B1010.20.30 / 21-02 10 10 20 30 / Ss 30 12 85 16,350,"Inclusions:
• Splices and end laps
• Embeds and structural connection points
• Actual deck profile and flute locations per manufacturer
• All miscellaneous framing including braces, kickers, etc.
• Openings at rough opening dimensions",,42,,,
110,Associated Masterformat Sections: 06 73 00 ,"Floor Decks, Slabs, and Toppings (Composite Floor Deck)",B1010.20.30 / 21-02 10 10 20 30 / Ss 30 12 85 16,400,"Inclusions:
• Framing accessories and fasteners
• Welds",,42,,,
111,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 ,"Floor Decks, Slabs, and Toppings (Concrete)",B1010.20.40 / 21-02 10 10 20 40 / Ss 30 12 85 18,100,See B1010,,42,,,
112,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 ,"Floor Decks, Slabs, and Toppings (Concrete)",B1010.20.40 / 21-02 10 10 20 40 / Ss 30 12 85 18,200,See B1010,,42,,,
113,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 ,"Floor Decks, Slabs, and Toppings (Concrete)",B1010.20.40 / 21-02 10 10 20 40 / Ss 30 12 85 18,300,"Inclusions:
• Slopes and elevation changes (e.g., depressions)
• Drainage low points
• Openings with any dimension greater than 6” (15 cm) or
as noted
• Changes of material
• Edge locations
• Framing members",,42,,,
114,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 ,"Floor Decks, Slabs, and Toppings (Concrete)",B1010.20.40 / 21-02 10 10 20 40 / Ss 30 12 85 18,350,"Inclusions
• Chamfer
• Expansion Joints
• Embeds and anchor rods
• Locations of post-tension tendons
• Openings with any dimension greater than 6” (15 cm) or
as noted
• Shear reinforcing and stud rails",,42,,,
115,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 03 50 00 ,"Floor Decks, Slabs, and Toppings (Concrete)",B1010.20.40 / 21-02 10 10 20 40 / Ss 30 12 85 18,400,"Inclusions
• Reinforcement",,42,,,
116,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,Precast Structural Double Tee (Concrete),B1010.20.41 / 21-02 10 10 20 50 / Pr 20 85 08 66,100,"Inclusions
• Conceptual depth",,43,"Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",,
117,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,Precast Structural Double Tee (Concrete),B1010.20.41 / 21-02 10 10 20 50 / Pr 20 85 08 66,200,"Inclusions
• Element envelope",696,43,"Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/696.png,
118,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,Precast Structural Double Tee (Concrete),B1010.20.41 / 21-02 10 10 20 50 / Pr 20 85 08 66,300,"Inclusions
• Main concrete structural members
• Surface slopes",697,43,"Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/697.png,
119,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,Precast Structural Double Tee (Concrete),B1010.20.41 / 21-02 10 10 20 50 / Pr 20 85 08 66,350,"Inclusions
• Lifting points
• Expansion Joints
• Embeds and anchor rods
• Locations of post-tension tendons
• Openings with any dimension greater than 6”
(15 cm) or as noted
• Shear reinforcing and stud rails",698,43,"Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/698.png,
120,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,Precast Structural Double Tee (Concrete),B1010.20.41 / 21-02 10 10 20 50 / Pr 20 85 08 66,400,"Inclusions
• Chamfer
• Reinforcement",699,43,"Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/699.png,
121,,Ramps,B1010.50 / 21-02 10 10 50 / Ss 35 10 85,100,"Inclusions
• None required",,44,,,
122,,Ramps,B1010.50 / 21-02 10 10 50 / Ss 35 10 85,200,"Inclusions
• Element envelope",,44,,,
123,,Ramps,B1010.50 / 21-02 10 10 50 / Ss 35 10 85,300,"Inclusions
• Major ramp support elements
• Changes of materials
• Handrails",,44,,,
